text,gpt_responses,scope3,vague,file_name,responses,scope3_new
"Now in its second year, Disney on the Yard continues to build a community for alumni from Historically Black Colleges and Universities (HBCUs) and provide meaningful opportunities for HBCU students who dream of one day working in the entertainment field.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The program builds on Disney’s support of HBCUs through scholarships and engagement with students, faculty, and alumni.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Focused on building a robust, long term pipeline of Black talent, in fiscal 2022 Disney on the Yard launched an inaugural summer program in which students from HBCUs received unique on the job experience with Disney.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Disney is working to attract wide ranging talent to our technology teams.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are a proud supporter of The Grace Hopper Celebration of Women in Computing, the world’s largest gathering of women and nonbinary people in technology.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In fiscal 2022, we supported the conference, both in person and virtually, as a top tier Emerald sponsor with more than 300 Disney representatives attending.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Since 2020, Disney has also participated in AfroTech, an annual gathering of technologists focused on celebrating Black and African American community, culture, and innovation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These conferences, and many others, enable Disney to engage with prospective talent and share innovations and content from across the Company.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"In fiscal 2022, Disney’s Lucasfilm launched the Get in the Door initiative, which offers a robust website and documentary video series showcasing various Disney career opportunities and how to build a rewarding career in the industry.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The initiative encourages talent from underrepresented backgrounds to explore careers in entertainment production.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"It reaches a broad cross section of audiences, allowing them to see themselves in these roles through a wide network of social platforms, presentations, and recruitment avenues.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Walt Disney Studios supports the professional development initiatives of LatinX in Animation (LXiA), a signature program of the Latino Film Institute, by hosting talks to inspire artists in their own work and facilitating networking and hiring opportunities for LXiA members.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"LXiA is dedicated to uniting a talented pool of diverse innovators across the animation, visual effects, and gaming industries.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Through our collaboration, talented groups of Latino creators are empowered to craft exceptional stories across multiple platforms and help bring valuable perspectives to our talent pipeline.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are honored to champion the veteran community of the United States of America.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In 2022, Disney celebrated the 10th anniversary of Heroes Work Here, an innovative hiring program that has resulted in more than 12,500 veterans being hired across the Company through the end of 2022, and we look forward to continuing to grow this program.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Launched in 2012, the program is committed to hiring, training, and supporting U.S. military veterans and military spouses while elevating awareness of their significant contributions as civilian employees.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The program, which also included a supporting comic book from Marvel Entertainment, quickly surpassed its initial benchmark of providing at least 1,000 career opportunities for veterans by 2015 a goal that was met in less than a year.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"And it continues to support individuals who have worn the uniform who are transitioning to the civilian workforce at Disney and beyond.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In 2013, Disney launched the Veterans Institute, a series of no cost events designed to help companies enhance their recruiting, training, and development of veteran talent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The institute provides a forum for sharing best practices in hiring veterans and military spouses, and promoting skills and opportunities for a successful transition from the military to the civilian workforce.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In fiscal 2022, the seventh Veterans Institute Summit, presented by Disney Institute and Wounded Warrior Project, convened 600 organizations and challenged organizations and individuals to determine what’s next in hiring, training, and support programs for veterans and military spouses.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Support for the U.S. Armed Forces is a long standing Disney tradition, and our Heroes Work Here program continues that proud legacy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Employees with military service are an essential part of our Disney family and contribute immeasurably to our work of telling incredible stories and making magic.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We could not be more honored to champion U.S. military service members in all lines of work here at Disney.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"U.S. Army Reservist and Walt Disney World Resort cast member Greg Jackson is one of thousands of employees across Disney who have proudly served in uniform.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"To put the responsibility for an inclusive culture in the hands of our leaders and employees through comprehensive educational opportunities and engagement efforts.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Across Disney, we cultivate, value, and encourage curiosity, collaboration, and creativity from everyone and strive to build supportive environments that inspire optimism and drive innovation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We work to create a culture that is respectful and welcoming to all, including through our Business Employee Resource Groups (BERGs) and employee affinity groups, celebrations of heritage months, and leadership accountability and engagement.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"With the addition of a new human resources management system, employees in select countries and regions now have the option to indicate their pronouns.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"And employees also have access to optional DEI learning programs that help foster a culture that welcomes all, celebrate our unique perspectives, and promote respect for one another regardless of identity or background.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Disney supports affinity groups and more than 100 BERGs, our voluntary, employee led groups formed around shared identity, interests, and pursuits.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These groups are a key component of nurturing a sense of employee belonging, visibility, and cultural understanding.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
